Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2017-12-22;17,045;94,58;;;15,005;93,51;;5,89;56,80;;13.072,79;26.144,24;2.683,34;;;2,79;40,31;28,28;3,787;6,707
2017-12-26;;;;;;;;5,89;;;;;2.680,50;;;2,88;;;;
2017-12-27;17,00;94,98;;;14,995;93,59;10,70;6,00;57,48;;13.070,02;26.298,31;2.682,62;;;3,01;40,37;28,36;3,76;6,895
2017-12-28;16,91;93,89;;;14,83;92,78;10,89;6,30;57,14;;12.979,94;26.212,20;2.687,54;;;3,13;40,32;28,25;3,76;6,788
2017-12-29;17,00;93,45;;;14,795;91,74;;6,25;56,96;;12.917,64;26.200,77;2.673,61;;;2,94;40,29;27,985;3,724;7,11
2018-01-02;17,30;92,80;70,16;;14,825;91,31;;6,20;57,65;;12.871,39;26.120,21;2.695,81;;;2,81;40,27;28,49;3,769;7,073
2018-01-03;17,46;94,07;71,70;;14,79;91,58;10,89;6,40;58,60;;12.978,21;26.392,90;2.713,06;;;2,66;40,685;28,77;3,777;7,05
2018-01-04;17,465;95,09;72,40;;;93,55;10,88;6,60;59,00;;13.167,89;26.748,83;2.723,99;;;3,02;40,70;28,715;3,935;7,00
2018-01-05;17,64;96,44;73,20;;14,95;94,85;11,00;;59,15;;13.319,64;27.018,38;2.743,15;;;3,05;40,88;29,32;3,914;6,90
2018-01-08;17,78;96,27;74,00;;15,03;95,01;;6,68;59,75;;13.367,78;27.014,63;2.747,71;;;2,94;41,21;29,37;4,029;
2018-01-09;17,71;95,41;74,10;;14,985;94,70;;6,68;60,00;;13.385,59;27.125,61;2.751,29;;;2,85;41,295;29,425;4,109;6,90
2018-01-10;17,70;94,58;73,10;;14,74;93,28;11,00;6,81;59,95;;13.281,34;26.952,18;2.748,23;;;2,73;41,01;29,505;4,154;7,05
2018-01-11;17,45;91,43;72,80;;14,405;93,98;10,59;7,24;59,45;;13.202,90;26.856,18;2.767,56;;;2,80;40,90;29,63;4,208;6,95
2018-01-12;17,725;90,73;73,40;;14,46;94,87;10,69;;59,45;;13.245,03;26.932,43;2.786,24;;;2,78;40,735;29,595;4,20;6,95
2018-01-15;17,85;90,06;73,10;;14,46;94,11;;;57,85;;13.200,51;26.802,75;;;;;40,235;29,60;4,108;6,90
2018-01-16;17,71;90,97;73,60;;14,565;93,90;11,21;;58,85;;13.246,33;27.016,19;2.776,42;;;2,91;40,535;29,395;4,07;7,15
2018-01-17;17,57;90,47;73,40;;14,445;93,58;;;58,80;;13.183,96;27.048,20;2.802,56;;;2,93;40,755;29,28;4,113;6,90
2018-01-18;17,565;91,18;73,80;;14,43;96,15;;;59,80;;13.281,43;27.208,79;2.798,03;;;2,99;40,58;29,385;4,279;6,75
2018-01-19;17,55;92,30;73,50;;14,43;97,67;;;60,85;;13.434,45;27.455,24;2.810,30;;;3,12;40,855;29,245;4,26;6,70
2018-01-22;17,655;91,78;74,30;;14,735;97,16;;;60,45;;13.463,69;27.413,15;2.832,97;;;3,74;41,055;29,65;4,287;6,70
2018-01-23;17,64;92,91;74,80;;14,825;97,27;;;60,80;;13.559,60;27.396,25;2.839,13;;;3,75;41,14;29,76;4,234;6,65
2018-01-24;17,03;92,27;74,50;;14,70;96,22;;7,24;60,60;;13.414,74;27.151,71;2.837,54;;;3,95;41,14;29,71;4,221;6,70
2018-01-25;16,79;90,80;74,10;;14,58;95,35;;6,90;61,20;;13.298,36;26.865,32;2.839,25;;;3,71;40,765;29,435;4,266;6,65
2018-01-26;16,71;91,72;75,10;;14,575;95,29;11,21;6,90;61,65;;13.340,17;27.025,94;2.872,87;;;3,62;41,155;29,51;4,193;6,65
2018-01-29;16,80;92,09;76,00;;14,47;95,17;10,55;6,99;61,80;;13.324,48;26.964,88;2.853,53;;;3,67;41,015;29,55;4,082;6,75
2018-01-30;16,185;90,13;75,05;;14,195;94,70;10,50;;60,55;;13.197,71;26.706,18;2.822,43;;;3,51;40,445;29,025;4,05;6,70
2018-01-31;16,12;90,83;75,63;;14,125;94,32;10,46;6,99;59,10;;13.189,48;26.824,67;2.823,81;;;3,63;40,19;28,72;4,04;6,60
2018-02-01;15,90;89,79;76,45;;13,955;92,60;;7,00;59,20;;13.003,90;26.583,28;2.821,98;;;3,52;39,855;28,005;4,06;6,58
2018-02-02;15,59;88,00;74,10;;13,805;90,39;;;58,45;;12.785,16;26.039,60;2.762,13;;;3,29;39,59;27,85;4,14;6,48
2018-02-05;15,48;87,44;74,20;;13,67;89,94;10,46;;56,75;;12.687,49;25.714,49;2.648,94;;;3,03;39,025;27,46;4,06;6,39
2018-02-06;15,10;85,29;70,50;;13,30;88,48;10,03;;55,35;;12.392,66;25.238,79;2.695,14;;;2,91;38,11;26,465;3,99;5,90
2018-02-07;15,555;86,28;74,40;;13,48;89,29;10,07;;56,45;;12.590,43;25.884,29;2.681,66;;;3,05;38,605;26,98;3,97;5,75
2018-02-08;15,51;84,08;72,25;;13,12;86,34;9,97;7,00;54,90;;12.260,29;25.234,46;2.581,00;;;2,89;37,81;26,515;3,88;5,96
2018-02-09;15,185;82,86;71,45;;12,96;84,83;;6,20;55,00;;12.107,48;25.030,74;2.619,55;;;3,04;37,56;25,885;3,77;6,50
2018-02-12;15,59;83,28;71,86;;13,225;86,09;;6,20;56,30;;12.282,77;25.211,38;2.656,00;;;2,90;37,82;26,35;3,82;6,51
2018-02-13;15,675;82,80;71,50;;13,015;85,62;;6,44;55,75;;12.196,50;25.079,26;2.662,94;;;3,04;37,70;26,465;3,87;6,63
2018-02-14;16,185;83,70;72,23;;13,07;86,30;;6,77;56,25;;12.339,16;25.424,48;2.698,63;;;3,00;37,805;26,455;3,85;6,66
2018-02-15;15,80;83,86;73,10;;13,02;86,44;9,97;7,00;56,80;;12.346,17;25.844,90;2.731,20;;;2,97;37,89;26,255;3,88;6,63
2018-02-16;15,93;84,31;74,50;;13,16;86,74;10,11;;57,30;;12.451,96;26.189,51;2.732,22;;;2,98;38,58;26,20;3,85;6,71
2018-02-19;16,315;83,86;74,00;;13,18;86,25;;;57,40;;12.385,60;26.053,60;;;;;38,53;26,305;3,89;6,85
2018-02-20;16,46;84,51;75,19;;13,29;87,48;;7,00;58,55;;12.487,90;26.299,37;2.716,26;;;3,25;38,805;26,18;4,02;6,94
2018-02-21;16,10;84,50;75,67;;13,285;87,49;10,11;6,71;59,60;;12.470,49;26.272,29;2.701,33;;;3,14;38,985;26,27;;7,04
2018-02-22;16,295;84,50;74,93;;12,97;88,11;10,27;;60,40;;12.461,91;26.308,23;2.703,96;;;3,02;38,76;26,29;4,06;6,97
2018-02-23;16,575;84,52;75,78;;13,395;88,07;10,27;;61,30;;12.483,79;26.335,04;2.747,30;;;2,99;38,93;26,405;4,12;7,02
2018-02-26;16,47;84,85;77,20;;13,47;88,86;10,68;;60,15;;12.527,04;26.396,02;2.779,60;;;3,18;39,30;26,585;4,24;7,03
2018-02-27;16,695;85,45;77,55;;13,285;86,98;;;60,00;;12.490,73;26.333,94;2.744,28;;;3,10;39,03;26,68;;7,18
2018-02-28;16,41;86,20;77,70;;13,26;86,41;10,68;;60,25;;12.435,85;26.275,04;2.713,83;;;3,06;39,005;26,615;4,16;7,19
2018-03-01;16,325;84,10;76,45;;13,075;84,97;9,95;;58,65;;12.190,94;25.791,61;2.677,67;;;2,80;38,845;26,34;4,02;7,29
2018-03-02;15,965;82,47;74,50;;12,875;82,82;;;56,30;;11.913,71;25.224,57;2.691,25;;;3,12;38,01;25,855;3,86;7,17
2018-03-05;16,925;84,23;75,57;;13,06;84,16;9,95;;58,10;;12.090,87;25.586,29;2.720,94;;;3,00;38,40;26,105;3,94;6,98
2018-03-06;17,355;84,55;75,15;;13,20;83,48;10,42;;58,30;;12.113,87;25.735,11;2.728,12;;;2,83;38,325;26,18;4,05;7,08
2018-03-07;17,57;86,68;75,11;;13,16;84,65;;6,71;58,20;;12.245,36;25.834,99;2.726,80;;;2,86;38,42;26,02;3,85;7,30
2018-03-08;17,85;87,86;76,83;;13,255;85,32;;6,78;58,00;;12.355,57;26.049,05;2.738,97;;;2,94;38,85;26,045;3,88;7,43
2018-03-09;17,995;88,39;77,62;;13,225;84,99;;;58,05;;12.346,68;26.124,89;2.786,57;;;2,29;39,255;26,10;3,97;7,26
2018-03-12;19,65;88,37;78,53;;13,25;85,46;;;58,85;;12.418,39;26.123,75;2.783,02;;;2,31;39,35;26,04;3,97;7,23
2018-03-13;19,075;87,42;76,89;;13,10;83,89;;6,78;57,60;;12.221,03;25.866,88;2.765,31;;;2,34;38,96;26,005;3,98;7,65
2018-03-14;19,92;87,24;76,30;;13,12;83,30;10,42;7,07;58,20;;12.237,74;25.682,60;2.749,48;;;;38,935;25,53;;7,44
2018-03-15;19,815;87,90;76,54;;13,15;84,03;11,23;;58,60;;12.345,56;25.823,49;2.747,33;;;2,34;39,235;25,54;3,90;7,34
2018-03-16;20,11;87,35;76,64;;13,41;84,74;;7,07;58,35;;12.389,58;25.626,99;2.752,01;;;2,40;39,225;25,845;3,83;7,42
2018-03-19;20,05;85,79;75,18;;13,27;83,60;11,23;7,79;57,65;;12.217,02;25.577,93;2.712,92;;;2,31;38,59;25,41;3,93;7,04
2018-03-20;19,99;85,40;76,35;;13,195;84,43;10,80;7,86;57,95;;12.307,33;25.831,19;2.716,94;;;2,39;39,015;25,85;3,90;6,89
2018-03-21;19,895;85,85;75,96;;13,14;84,78;;;57,80;;12.309,15;25.786,18;2.711,93;;;2,33;39,165;26,33;3,96;6,91
2018-03-22;19,815;85,15;73,99;;12,91;82,51;;;57,15;;12.100,08;25.383,10;2.643,69;;;2,37;38,53;26,10;3,99;7,33
2018-03-23;19,80;84,07;72,33;;12,95;81,07;10,80;7,86;56,45;;11.886,31;25.203,76;2.588,26;;;2,39;38,02;26,115;3,96;7,18
2018-03-26;19,685;82,98;73,83;;12,805;80,83;11,03;7,22;56,00;;11.787,26;25.134,71;2.658,55;;;;37,995;26,21;3,94;7,00
2018-03-27;19,875;84,78;75,55;;12,98;82,50;;7,22;57,35;;11.970,83;25.489,57;2.612,62;;;2,39;38,665;26,71;3,94;7,12
2018-03-28;20,18;84,42;72,51;;13,05;81,22;;7,78;55,80;;11.940,71;25.349,37;2.605,00;;;2,37;38,57;26,475;3,90;7,22
2018-03-29;20,06;84,97;72,98;;13,25;82,47;;;56,60;;12.096,73;25.591,52;2.640,87;;;2,40;39,065;26,43;3,87;7,06
2018-04-02;;;;;;;;;;;;;2.581,88;;;2,32;;;;
2018-04-03;19,945;84,25;72,81;;13,13;81,89;;7,78;56,50;;12.002,45;25.337,99;2.614,45;;;2,29;38,965;26,415;3,91;7,05
2018-04-04;19,98;84,06;72,93;;13,115;82,01;;7,81;56,10;;11.957,90;25.133,05;2.644,69;;;2,33;39,00;26,51;3,90;6,98
2018-04-05;20,10;86,66;76,07;;13,455;84,40;;;57,25;;12.305,19;25.679,26;2.662,84;;;2,30;39,775;27,515;3,95;6,93
2018-04-06;20,11;86,47;74,75;;13,45;83,99;;;58,65;;12.241,27;25.646,49;2.604,47;;;2,26;;27,50;3,90;6,89
2018-04-09;20,21;87,37;75,00;;13,515;83,53;;7,81;58,75;;12.261,75;25.698,85;2.613,16;;;2,29;39,425;27,575;3,57;6,92
2018-04-10;20,09;87,51;75,20;;13,555;84,04;;7,68;59,75;;12.397,32;25.815,80;2.656,87;;;2,27;39,345;28,055;3,63;6,80
2018-04-11;20,11;86,84;74,69;;13,85;82,98;;7,56;60,00;;12.293,97;25.611,04;2.642,19;;;2,29;39,06;28,185;3,60;6,81
2018-04-12;20,70;87,74;76,39;;13,87;83,95;11,03;7,65;60,45;;12.415,01;25.644,87;2.663,99;;;2,29;39,205;28,15;3,78;6,81
2018-04-13;20,85;87,97;76,05;;13,95;84,12;11,09;7,65;60,80;;12.442,40;25.630,18;2.656,30;;;2,26;39,00;28,295;3,75;6,92
2018-04-16;20,76;87,20;76,28;;13,87;84,19;11,10;7,56;60,60;;12.391,41;25.538,27;2.677,84;;;2,21;38,795;28,25;3,64;6,73
2018-04-17;21,08;88,46;78,14;;14,045;85,32;11,08;7,80;62,60;;12.585,57;25.895,53;2.706,39;;;2,18;38,935;28,57;3,71;6,71
2018-04-18;21,69;88,54;77,40;;13,995;86,01;11,24;7,80;62,45;;12.590,83;26.041,60;2.708,64;;;2,20;38,95;28,98;3,70;6,72
2018-04-19;21,87;87,71;77,50;;13,955;86,07;;8,25;62,95;;12.567,42;26.020,67;2.693,13;;;2,20;38,77;29,49;3,76;6,78
2018-04-20;21,36;86,52;77,18;;14,045;86,69;;8,25;63,75;;12.540,50;25.983,35;2.670,14;;;2,19;38,705;29,47;3,80;6,90
2018-04-23;21,27;87,15;79,14;;14,215;87,05;;9,39;63,10;;12.572,39;26.051,48;2.670,29;;;2,24;38,83;29,735;3,75;7,09
2018-04-24;21,49;90,21;78,08;;14,115;86,40;;;62,90;;12.550,82;26.007,61;2.634,56;;;2,05;38,785;30,18;3,82;7,19
2018-04-25;21,12;89,14;75,90;;14,09;84,42;;;62,40;;12.422,30;25.537,51;2.639,40;;;2,09;38,615;29,995;;7,02
2018-04-26;21,36;90,33;78,00;;14,335;84,60;;;62,50;;12.500,47;25.787,32;2.666,94;;;2,10;39,185;29,845;3,68;6,93
2018-04-27;19,80;92,02;79,07;;14,54;86,07;;;62,30;;12.580,87;25.859,49;2.669,91;;;2,08;39,405;29,93;3,75;6,95
2018-04-30;19,875;92,42;78,95;;14,495;86,32;11,24;9,39;62,85;;12.612,11;25.967,06;2.648,05;;;2,01;39,68;29,92;3,83;6,93
2018-05-01;;;;;;;10,79;8,75;;;;;2.654,80;;;1,92;;;;
2018-05-02;20,08;93,85;78,85;;14,545;87,28;;;64,10;;12.802,25;26.313,80;2.635,67;;;2,01;39,89;30,015;3,75;7,01
2018-05-03;20,06;93,95;77,79;;14,365;85,79;10,79;;61,50;;12.690,15;26.233,58;2.629,73;;;2,04;39,565;29,985;3,74;7,02
2018-05-04;20,20;95,44;80,00;;14,50;86,88;11,25;8,75;64,55;;12.819,60;26.379,85;2.663,42;;;2,23;40,07;30,43;3,74;7,06
2018-05-07;20,29;96,00;81,00;;14,565;85,65;11,24;9,66;64,25;;12.948,14;26.684,23;2.672,63;;;2,30;40,02;30,77;3,82;7,23
2018-05-08;19,855;96,51;;;14,505;85,89;;9,66;64,20;;12.912,21;26.789,21;2.671,92;;;2,41;40,28;30,385;3,80;7,35
2018-05-09;19,975;96,74;80,50;;14,30;86,14;;9,40;64,15;;12.943,06;26.681,62;2.697,79;;;2,24;40,38;31,47;3,86;7,29
2018-05-10;20,26;97,54;82,10;;14,31;87,38;;9,70;63,95;;13.022,87;26.742,40;2.723,07;;;2,24;40,77;30,975;3,91;7,10
2018-05-11;20,08;97,42;81,66;;14,27;86,87;;9,70;64,00;;13.001,24;26.699,86;2.727,72;;;2,17;40,78;31,09;4,01;7,14
2018-05-14;19,99;96,85;82,24;;14,22;86,76;11,24;9,23;64,55;;12.977,71;26.644,50;2.730,13;;;2,14;41,065;31,38;4,00;7,01
2018-05-15;20,23;95,50;81,72;;14,155;87,63;11,00;9,04;64,80;;12.970,04;26.570,33;2.711,45;;;2,07;40,945;31,815;3,99;6,97
2018-05-16;19,97;96,17;82,12;;14,15;88,58;;9,04;65,45;;12.996,33;26.616,64;2.722,46;;;2,25;41,43;31,695;3,96;6,83
2018-05-17;20,16;96,95;82,35;;14,14;88,90;;9,21;65,40;;13.114,61;26.825,60;2.720,13;;;2,37;41,335;32,37;4,02;6,91
2018-05-18;20,12;95,85;82,27;;13,445;88,97;;;63,90;;13.077,72;26.834,65;2.712,97;;;2,34;41,14;32,30;3,93;6,90
2018-05-21;20,12;95,85;82,27;;13,445;88,97;11,00;;63,90;;;;2.733,01;;;2,32;41,14;32,30;3,93;6,90
2018-05-22;19,92;96,11;82,76;;13,535;89,80;11,15;9,21;60,25;;13.169,92;26.988,98;2.724,44;;;2,24;41,53;32,46;4,01;6,97
2018-05-23;19,845;96,42;83,39;;13,52;87,75;;9,17;59,35;;12.976,84;26.699,10;2.733,29;;;2,39;41,58;31,45;4,01;6,93
2018-05-24;19,605;96,84;83,11;;13,315;87,11;11,15;9,01;58,55;;12.855,09;26.547,49;2.727,76;;;2,33;41,545;30,83;4,00;6,93
2018-05-25;19,67;97,83;84,76;;13,37;87,64;10,56;8,98;58,10;;12.938,01;26.713,20;2.721,33;;;2,33;41,95;30,35;3,95;6,89
2018-05-28;19,815;96,64;84,80;;13,295;86,63;;;57,80;;12.863,46;26.624,19;;;;;42,12;29,865;3,94;7,09
2018-05-29;19,33;95,33;85,05;;13,16;85,28;10,52;;56,25;;12.666,51;26.279,90;2.689,86;;;2,31;42,06;30,38;3,91;6,77
2018-05-30;19,80;96,18;84,55;;13,33;85,94;10,52;;56,85;;12.783,76;26.355,69;2.724,01;;;2,31;41,865;31,015;3,89;6,73
2018-05-31;19,395;96,34;85,17;47,62;13,22;84,25;10,65;;57,05;;12.604,89;26.326,97;2.705,27;;;2,37;;30,89;3,87;6,70
2018-06-01;19,225;97,33;86,16;;13,23;84,93;;;56,70;;12.724,27;26.528,11;2.734,62;;;2,36;42,155;31,165;3,90;6,73
2018-06-04;19,62;97,79;86,61;;13,33;85,02;;;56,60;;12.770,75;26.641,13;2.746,87;;;2,31;42,245;31,005;3,98;6,68
2018-06-05;19,47;99,00;87,33;;13,395;85,35;;;56,45;;12.787,13;26.688,98;2.748,80;;;2,38;42,25;30,885;3,95;6,45
2018-06-06;19,145;99,07;87,14;;13,45;85,64;;;56,45;;12.830,07;26.807,78;2.772,35;;;2,32;42,115;30,675;3,95;6,26
2018-06-07;18,97;99,62;85,84;;13,455;85,29;;;56,05;;12.811,05;26.698,66;2.770,37;;;2,36;41,795;31,045;3,97;6,23
2018-06-08;18,90;100,44;86,09;;13,335;85,88;;;55,50;;12.766,55;26.662,35;2.779,03;;;2,36;41,725;31,04;3,93;6,35
2018-06-11;19,065;101,78;85,80;;13,645;87,79;;8,98;55,00;;12.842,91;26.711,94;2.782,00;;;2,32;41,76;31,25;3,81;6,50
2018-06-12;19,375;101,98;85,72;;13,785;87,45;;8,82;54,90;;12.842,30;26.779,73;2.786,85;;;2,40;41,695;31,015;3,80;6,42
2018-06-13;19,43;102,82;86,51;;13,62;86,63;;8,15;54,75;;12.890,58;26.848,84;2.775,63;;;2,40;41,91;30,68;3,78;6,52
2018-06-14;20,06;104,30;87,42;;13,85;88,07;;;55,65;;13.107,10;27.170,72;2.782,49;;;2,39;42,07;31,44;3,77;6,45
2018-06-15;20,17;103,78;86,72;;13,805;87,50;10,65;;54,85;;13.010,55;26.951,13;2.779,66;;;2,40;41,69;30,37;3,73;6,55
2018-06-18;19,92;102,50;86,79;;13,605;86,25;10,71;;54,80;;12.834,11;26.746,00;2.773,75;;;2,30;41,713;30,735;3,65;6,63
2018-06-19;19,78;101,74;86,16;;13,50;84,96;10,69;;54,35;;12.677,97;26.446,55;2.762,59;;;2,17;41,493;30,597;3,62;6,48
2018-06-20;19,68;102,72;87,51;;13,47;85,09;;;54,30;;12.695,16;26.531,66;2.767,32;;;2,17;41,59;30,31;3,68;6,43
2018-06-21;19,36;101,42;87,555;;13,385;83,40;;8,15;52,75;;12.511,91;26.257,36;2.749,76;;;2,22;41,162;30,247;3,66;6,58
2018-06-22;19,31;100,90;85,95;;13,54;83,55;;10,00;53,55;;12.579,72;26.401,33;2.754,88;;;2,20;41,458;30,99;3,67;6,43
2018-06-25;19,12;98,60;84,26;;13,315;81,16;;9,08;51,25;;12.270,33;25.847,60;2.717,07;;;2,19;40,513;30,18;3,67;6,22
2018-06-26;19,39;98,59;85,17;;13,20;80,46;10,69;9,17;51,35;;12.234,34;25.805,10;2.723,06;;;2,13;40,822;30,54;3,68;6,22
2018-06-27;19,31;99,95;85,845;;13,325;81,77;10,61;9,17;51,20;;12.348,61;25.965,55;2.699,63;;;2,06;40,917;31,335;3,75;6,35
2018-06-28;19,375;97,28;85,145;;13,255;80,92;10,61;8,25;50,50;;12.177,23;25.582,36;2.716,31;;;1,88;40,607;31,305;3,76;6,38
2018-06-29;19,525;98,95;85,16;;13,27;81,91;10,64;8,25;50,90;;12.306,00;25.854,38;2.718,37;;;2,00;40,675;31,095;3,80;6,40
2018-07-02;19,785;98,30;85,14;;13,285;81,27;;8,50;50,70;;12.238,17;25.661,68;2.726,71;;;2,18;40,27;30,725;3,88;6,20
2018-07-03;20,55;99,06;85,60;;13,54;81,58;10,64;;51,45;;12.349,14;25.877,20;2.713,22;;;2,09;40,388;30,84;3,84;6,09
2018-07-04;20,92;97,81;85,43;;13,74;80,98;;;50,90;;12.317,61;25.664,07;;;;;40,353;31,90;3,79;6,09
2018-07-05;21,45;99,17;85,22;;13,785;82,08;11,44;;52,10;;12.464,29;25.811,75;2.736,61;;;2,18;40,20;30,85;3,86;5,90
2018-07-06;22,06;99,45;85,89;;13,835;82,31;;;52,25;;12.496,17;25.957,68;2.759,82;;;2,22;40,287;30,895;3,84;6,09
2018-07-09;21,92;101,38;86,445;;13,845;82,43;;;52,90;;12.543,89;26.100,16;2.784,17;;;2,24;40,67;31,54;3,91;6,19
2018-07-10;21,74;102,18;87,045;;13,89;82,87;;8,50;51,80;;12.609,85;26.368,68;2.793,84;;;2,11;40,53;31,88;3,98;6,12
2018-07-11;21,57;100,48;87,005;;13,81;80,99;;8,32;51,60;;12.417,13;26.139,75;2.774,02;;;2,10;40,11;31,19;3,93;6,18
2018-07-12;21,60;101,88;88,76;;13,865;81,45;11,44;;51,55;;12.492,97;26.317,15;2.798,29;;;2,15;40,47;31,325;3,96;6,19
2018-07-13;21,64;102,78;90,05;;13,76;81,90;11,18;8,32;50,90;;12.540,73;26.413,57;2.801,31;;;2,02;40,673;31,395;3,91;6,28
2018-07-16;21,63;102,64;89,86;;13,725;81,59;11,18;7,92;50,90;;12.561,02;26.481,63;2.798,43;;;2,01;40,56;30,68;3,98;6,26
2018-07-17;21,79;103,80;89,95;;13,71;83,08;11,33;7,92;51,40;;12.661,54;26.681,47;2.809,55;;;1,95;40,76;30,725;3,91;6,34
2018-07-18;21,90;104,68;90,52;;13,78;84,32;;7,95;52,25;;12.765,94;26.893,23;2.815,62;;;2,03;40,975;30,88;3,76;6,41
2018-07-19;21,87;100,98;90,51;;13,78;83,90;;7,47;51,90;;12.686,29;26.731,81;2.804,49;;;1,97;40,88;31,205;3,72;6,30
2018-07-20;22,16;99,99;91,54;44,28;13,745;82,79;;7,50;50,75;;12.561,42;26.573,20;2.801,83;;;1,99;40,855;30,96;3,67;6,31
2018-07-23;22,20;99,64;92,01;44,49;13,695;82,44;;7,50;50,90;;12.548,57;26.526,92;2.806,98;;;1,93;40,855;30,51;3,71;6,34
2018-07-24;21,95;100,90;92,30;45,03;13,605;84,21;11,33;7,56;51,75;;12.689,39;26.734,34;2.820,40;;;1,84;41,50;31,295;3,72;6,51
2018-07-25;21,97;101,00;93,30;44,15;13,625;83,10;11,14;7,76;51,20;;12.579,33;26.687,46;2.846,07;;;1,87;41,495;31,14;3,71;6,52
2018-07-26;22,17;103,24;94,38;44,70;13,865;84,62;11,14;;51,75;;12.809,23;26.942,93;2.837,44;;;1,91;41,82;30,04;3,72;6,59
2018-07-27;22,48;103,14;93,37;41,40;14,145;82,34;11,44;;52,90;;12.860,40;26.975,28;2.818,82;;;1,82;42,06;30,42;3,76;6,67
2018-07-30;22,37;100,20;90,40;40,28;14,18;82,06;;7,76;52,30;;12.798,20;26.885,70;2.802,60;;;1,82;41,54;30,15;3,75;6,57
2018-07-31;22,44;99,85;90,67;41,00;14,15;82,16;;8,96;52,80;;12.805,50;26.907,38;2.816,29;;;1,72;41,47;30,40;3,84;6,49
2018-08-01;21,77;99,54;90,82;41,39;14,17;82,54;11,44;9,10;50,80;;12.737,05;26.897,36;2.813,36;;;1,73;40,785;29,90;3,85;6,45
2018-08-02;21,47;99,09;92,01;42,11;14,025;80,25;11,03;9,43;50,90;;12.546,33;26.734,16;2.827,22;;;1,57;40,67;29,46;;6,48
2018-08-03;21,25;99,77;92,51;42,57;14,235;80,03;;9,44;50,75;;12.615,76;26.877,79;2.840,35;;;1,73;40,78;29,58;3,77;6,43
2018-08-06;21,26;99,86;93,31;42,00;14,24;80,49;11,03;9,60;50,55;;12.598,21;26.892,32;2.850,40;;;1,78;40,55;29,63;3,80;6,40
2018-08-07;21,27;99,39;93,46;42,67;14,27;80,40;11,30;9,60;50,35;;12.648,19;26.789,11;2.858,45;;;1,75;40,71;29,855;3,77;
2018-08-08;21,05;100,38;94,23;42,99;14,29;80,35;10,96;9,17;50,65;;12.633,54;26.793,83;2.857,70;;;1,71;40,785;29,875;3,78;6,48
2018-08-09;21,01;100,30;95,08;43,12;14,28;80,56;;9,17;50,10;;12.676,11;26.984,33;2.853,58;;;1,85;40,94;29,425;3,74;6,60
2018-08-10;20,81;98,65;95,99;42,88;13,95;78,73;10,96;8,70;47,74;;12.424,35;26.671,70;2.833,28;;;1,69;41,025;29,21;3,76;6,98
2018-08-13;20,89;100,10;95,36;42,90;14,02;78,84;10,58;;47,30;;12.358,74;26.699,98;2.821,93;;;1,91;40,735;29,07;3,72;7,01
2018-08-14;21,65;100,36;96,13;42,71;14,075;78,93;10,67;;46,04;;12.358,87;26.591,81;2.839,96;;;1,90;40,735;28,915;3,71;7,22
2018-08-15;21,17;99,30;95,06;41,78;13,915;77,50;;8,70;44,78;;12.163,01;26.200,94;2.818,37;;;1,78;40,415;28,265;3,68;7,15
2018-08-16;21,21;102,06;95,14;41,74;14,00;77,46;;8,90;46,08;;12.237,17;26.430,24;2.840,69;;;1,73;40,64;28,495;3,64;7,11
2018-08-17;21,01;101,98;93,83;41,13;13,945;77,57;;;47,26;;12.210,55;26.377,37;2.850,13;;;1,86;40,63;28,41;3,64;7,11
2018-08-20;21,22;102,60;93,33;40,50;13,98;78,86;;8,90;44,88;;12.331,30;26.502,64;2.857,05;;;1,76;40,615;28,83;3,66;7,00
2018-08-21;21,27;102,32;92,69;41,18;13,99;79,09;;8,98;45,28;;12.384,49;26.633,62;2.862,96;;;1,84;40,475;28,675;3,63;6,99
2018-08-22;21,44;102,54;91,96;40,62;14,135;79,49;;8,98;44,72;;12.385,70;26.682,99;2.861,82;;;1,89;40,435;28,92;3,68;7,03
2018-08-23;21,73;103,54;92,84;40,45;14,17;79,32;;8,94;44,54;;12.365,58;26.779,51;2.856,98;;;1,87;39,97;29,06;3,61;7,08
2018-08-24;21,63;103,98;93,25;41,17;14,115;79,80;;;44,54;;12.394,52;26.832,76;2.874,69;;;2,00;40,03;29,35;3,56;7,18
2018-08-27;21,71;104,70;93,51;41,41;14,18;80,73;;;44,80;;12.538,31;27.102,62;2.896,74;;;2,01;40,34;29,33;3,65;7,30
2018-08-28;21,75;104,44;93,83;41,29;14,055;80,55;;;43,70;;12.527,42;27.207,79;2.897,52;;;1,99;40,18;29,12;3,63;7,07
2018-08-29;21,87;104,54;95,54;41,68;14,11;80,93;;;43,60;;12.561,68;27.285,54;2.914,04;;;2,03;40,60;29,32;3,68;7,22
2018-08-30;21,90;104,28;96,38;41,43;13,97;80,82;;8,94;43,54;;12.494,24;27.185,34;2.901,13;;;2,23;40,30;29,365;3,74;7,30
2018-08-31;21,85;103,62;96,68;41,63;13,91;79,69;10,67;10,39;43,48;;12.364,06;26.901,41;2.901,52;;;2,33;40,41;28,855;3,77;7,39
